model_name,provider,input_price,output_price,model_price,price_unit,currency,description,tags,billing_type,model_multiplier,completion_multiplier,group_multiplier
gpt-4o-search-preview,OpenAI,3.75,15,,/M输出,¥,gpt-4o专用搜索模型,"对话, 联网",按量计费,,,
gpt-4o-search-preview-2025-03-11,OpenAI,1.75,7,,/M输出,¥,gpt-4o专用搜索模型,"对话, 联网",按量计费,,,
gpt-4o-transcribe,OpenAI,0.75,3,,/M输出,¥,gpt-4o-transcribe 是最新的语音识别转录模型,语音转文本,按量计费,,,
gpt-5-chat,OpenAI,22.5,180,,/M输出,¥,,,按量计费,,,
gpt-5-chat-2025-08-07,OpenAI,22.5,180,,/M输出,¥,,,按量计费,,,
gpt-5-pro-2025-10-06,OpenAI,4.5,36,,/M输出,¥,,,按量计费,,,
gpt-5.1-2025-11-13,OpenAI,0.375,3,,/M输出,¥,,,按量计费,,,
gpt-5.1-chat,OpenAI,1.875,15,,/M输出,¥,,对话,按量计费,,,
gpt-5.1-chat-2025-11-13,OpenAI,0.375,3,,/M输出,¥,,,按量计费,,,
gpt-5.1-codex,OpenAI,0.375,3,,/M输出,¥,,对话,按量计费,,,
gpt-5.1-codex-high,OpenAI,0.375,3,,/M输出,¥,,对话,按量计费,,,
gpt-5.1-codex-max,OpenAI,0.375,3,,/M输出,¥,,,按量计费,,,
gpt-5.1-codex-medium,OpenAI,0.375,3,,/M输出,¥,,对话,按量计费,,,
gpt-5.1-codex-mini,OpenAI,2.25,18,,/M输出,¥,,对话,按量计费,,,
gpt-5.1-codex-mini-2025-11-13,OpenAI,0.075,0.6,,/M输出,¥,,,按量计费,,,
gpt-5.1-high,OpenAI,0.375,3,,/M输出,¥,,对话,按量计费,,,
gpt-5.1-low,OpenAI,0.375,3,,/M输出,¥,,对话,按量计费,,,
gpt-5.1-medium,OpenAI,0.375,3,,/M输出,¥,,对话,按量计费,,,
gpt-5.2,OpenAI,0.525,4.2,,/M输出,¥,,"对话, 识图",按量计费,,,
gpt-5.2-2025-12-11,OpenAI,0.525,4.2,,/M输出,¥,,"对话, 识图",按量计费,,,
gpt-5.2-chat,OpenAI,7,56,,/M输出,¥,,,按量计费,,,
gpt-5.2-chat-latest,OpenAI,0.525,4.2,,/M输出,¥,,对话,按量计费,,,
gpt-5.2-pro,OpenAI,6.3,50.4,,/M输出,¥,,"对话, 思考",按量计费,,,
gpt-5.2-pro-2025-12-11,OpenAI,6.3,50.4,,/M输出,¥,,"对话, 思考",按量计费,,,
gpt-audio-2025-08-28,OpenAI,0.75,1.5,,/M输出,¥,gpt-audio 模型是我们首个普遍可用的音频模型。它接受音频输入和输出，并可在聊天补全 REST API 中使用。,音频,按量计费,,,
gpt-image-1,OpenAI,1.5,12,,/M输出,¥,支持/v1/images/generations和 /v1/images/edits所有参数的,"绘画, dall-e-3格式",按量计费,,,
gpt-image-1-all,OpenAI,,,0.04,,¥,支持/v1/images/generations和 /v1/images/edits所有参数计费 的逆向模型,"绘画, dall-e-3格式",按次计费,,,
gpt-oss-120b,OpenAI,0.33,1.32,,/M输出,¥,GPT OSS 120B 是由 vultr 提供的人工智能模型。,对话,按量计费,,,
gpt-oss-20b,OpenAI,0.06,0.24,,/M输出,¥,Gpt-oss-20b 模型在常见基准测试中与 OpenAI o3‑mini 模型取得类似结果。,对话,按量计费,,,
gpt-realtime-2025-08-28,OpenAI,1.2,4.8,,/M输出,¥,这是我们首个通用实时模型，能够通过 WebRTC、WebSocket 或 SIP 连接实时响应音频和文本输入。,实时语音,按量计费,,,
grok-2,Grok,1.5,7.5,,/M输出,¥,Grok 2 是由 xai 提供的人工智能模型。,"对话, 工具",按量计费,,,
grok-2-1212,Grok,1.5,1.5,,/M输出,¥,"Grok-2-1212 是马斯克旗下xAI公司开发的人工智能模型，具备128,000个Token的上下文处理能力，支持函数调用和系统提示，并计划推出多模态版本以处理图像。",对话,按量计费,,,
grok-3,Grok,0.9,4.5,,/M输出,¥,Grok 3 是由 xai 提供的人工智能模型。,对话,按量计费,,,
grok-3-deepsearch,Grok,1,5,,/M输出,¥,grok-3-deepsearch 深度联网搜索模型,"对话, 思考, 联网",按量计费,,,
grok-3-image,Grok,,,0.025,,¥,使用grok3进行生图,绘画,按次计费,,,
grok-3-mini,Grok,0.09,0.15,,/M输出,¥,Grok 3 mini，它代表了高性价比推理能力的新 frontier。Grok 3 的推理能力经由大规模强化学习的锤炼，能够进行数秒到数分钟的思考，纠正错误，探索替代方案，最终提供精准答案。,对话,按量计费,,,
grok-3-reasoner,Grok,1,5,,/M输出,¥,grok-3-reasoning 是grok增强推理能力的模型,"对话, 思考",按量计费,,,
grok-3-reasoning,Grok,1,5,,/M输出,¥,grok-3-reasoning 是grok增强推理能力的模型,"对话, 思考",按量计费,,,
grok-4,Grok,0.9,4.5,,/M输出,¥,Grok 4 模型具备深度推理能力，经过 xAI 的 Colossus 超级计算机训练，承诺提供更强的逻辑推理和文本生成能力。xAI声称是全球最强 AI 模型，在处理学术问题上的表现，已达到博士级别。在实时速度、推理能力和高级视觉等方面成绩突出。,"对话, 识图",按量计费,,,
grok-4-0709,Grok,4.5,22.5,,/M输出,¥,Grok 4 模型具备深度推理能力，经过 xAI 的 Colossus 超级计算机训练，承诺提供更强的逻辑推理和文本生成能力。xAI声称是全球最强 AI 模型，在处理学术问题上的表现，已达到博士级别。在实时速度、推理能力和高级视觉等方面成绩突出。,"对话, 识图",按量计费,,,
grok-4-1-fast-non-reasoning,Grok,0.3,0.75,,/M输出,¥,grok-4-1-fast-non-reasoning是xAI开发的一款 AI 模型，专为在生成响应和执行代理任务时实现最大速度而优化。与它的“推理”对应版本不同，这一变体省去了使用“思考标记”的过程，从而能够针对简单、直白的查询立即提供模式匹配式的答案。,对话,按量计费,,,
grok-4-1-fast-reasoning,Grok,0.3,0.75,,/M输出,¥,Grok 4.1 Fast 是xAI旗下的一款顶尖工具调用模型，拥有 200 万个上下文窗口。它能够以准确且高效的方式推理并执行代理式任务，尤其擅长处理复杂的现实应用场景，如客户支持和金融领域。为充分发挥其最大智能潜力而进行优化。,对话,按量计费,,,
grok-4-fast,Grok,0.1,0.25,,/M输出,¥,grok-4-fast，这是在经济高效推理模型方面的最新进展。,"对话, 识图, 联网",按量计费,,,
grok-4-fast-non-reasoning,Grok,0.06,0.15,,/M输出,¥,Grok 4 Fast (Non-Reasoning) 是由 xai 提供的人工智能模型。,"工具, 多模态, 对话",按量计费,,,
grok-4-fast-reasoning,Grok,0.06,0.15,,/M输出,¥,,"对话, 思考",按量计费,,,
grok-4-image,Grok,,,0.04,,¥,,,按次计费,,,
grok-4.1-fast,Grok,0.2,1.5,,/M输出,¥,,对话,按量计费,,,
grok-video-3,Grok,,,0.1,,¥,,,按次计费,,,
ideogram_describe,Ideogram,,,0.045,,¥,图像转文本,绘画,按次计费,,,
ideogram_edit_V_3_DEFAULT,Ideogram,,,0.225,,¥,使用提供的蒙版和 Ideogram 3.0 同步编辑给定图像。蒙版指示应编辑图像的哪个部分，而提示和所选样式可以进一步指导编辑。快速模式,绘画,按次计费,,,
ideogram_edit_V_3_QUALITY,Ideogram,,,0.338,,¥,使用提供的蒙版和 Ideogram 3.0 同步编辑给定图像。蒙版指示应编辑图像的哪个部分，而提示和所选样式可以进一步指导编辑。极速模式,绘画,按次计费,,,
ideogram_edit_V_3_TURBO,Ideogram,,,0.112,,¥,使用提供的蒙版和 Ideogram 3.0 同步编辑给定图像。蒙版指示应编辑图像的哪个部分，而提示和所选样式可以进一步指导编辑。慢速模式,绘画,按次计费,,,
ideogram_generate_V_1,Ideogram,,,0.338,,¥,文本到图像,绘画,按次计费,,,
ideogram_generate_V_1_TURBO,Ideogram,,,0.09,,¥,文本到图像。Turbo 是一个更快的版本，但提供的图像质量稍低。,绘画,按次计费,,,
ideogram_generate_V_2,Ideogram,,,0.375,,¥,文本到图像,绘画,按次计费,,,
ideogram_generate_V_2_TURBO,Ideogram,,,0.225,,¥,文本到图像。Turbo 是一个更快的版本，但提供的图像质量稍低。,绘画,按次计费,,,
ideogram_generate_V_3_DEFAULT,Ideogram,,,0.225,,¥,使用 Ideogram 3.0 模型，根据给定的提示和可选参数同步生成图像。,绘画,按次计费,,,
ideogram_generate_V_3_QUALITY,Ideogram,,,0.338,,¥,使用 Ideogram 3.0 模型，根据给定的提示和可选参数同步生成图像。极速模式,绘画,按次计费,,,
ideogram_generate_V_3_TURBO,Ideogram,,,0.112,,¥,使用 Ideogram 3.0 模型，根据给定的提示和可选参数同步生成图像。慢速模式,绘画,按次计费,,,
ideogram_reframe_V_3_DEFAULT,Ideogram,,,0.225,,¥,"使用 Ideogram 3.0 将方形图像重构为选定的分辨率,快速模式",绘画,按次计费,,,
ideogram_reframe_V_3_QUALITY,Ideogram,,,0.338,,¥,"使用 Ideogram 3.0 将方形图像重构为选定的分辨率,极速模式",绘画,按次计费,,,
ideogram_reframe_V_3_TURBO,Ideogram,,,0.112,,¥,使用 Ideogram 3.0 将方形图像重构为选定的分辨率.慢速模式,绘画,按次计费,,,
ideogram_remix_V_1,Ideogram,,,0.338,,¥,文本和参考图像到图像,绘画,按次计费,,,
ideogram_remix_V_1_TURBO,Ideogram,,,0.09,,¥,文本和参考图像到图像,绘画,按次计费,,,
ideogram_remix_V_2,Ideogram,,,0.45,,¥,文本和参考图像到图像,绘画,按次计费,,,
ideogram_remix_V_2_TURBO,Ideogram,,,0.225,,¥,文本和参考图像到图像,绘画,按次计费,,,
ideogram_remix_V_3_DEFAULT,Ideogram,,,0.225,,¥,"根据给定的提示和可选参数与 Ideogram 3.0 模型同步提供图像,快速模式",绘画,按次计费,,,
ideogram_remix_V_3_QUALITY,Ideogram,,,0.338,,¥,"根据给定的提示和可选参数与 Ideogram 3.0 模型同步提供图像,极速模式",绘画,按次计费,,,
ideogram_remix_V_3_TURBO,Ideogram,,,0.112,,¥,"根据给定的提示和可选参数与 Ideogram 3.0 模型同步提供图像,慢速模式",绘画,按次计费,,,
ideogram_replace_background_V_3_DEFAULT,Ideogram,,,0.225,,¥,"使用 Ideogram 3.0 的提示同步替换给定图像的背景。将识别并保留前景主题，而背景将根据提示和所选样式进行替换,快速模式",绘画,按次计费,,,
ideogram_replace_background_V_3_QUALITY,Ideogram,,,0.338,,¥,"使用 Ideogram 3.0 的提示同步替换给定图像的背景。将识别并保留前景主题，而背景将根据提示和所选样式进行替换,极速模式",绘画,按次计费,,,
ideogram_replace_background_V_3_TURBO,Ideogram,,,0.112,,¥,"使用 Ideogram 3.0 的提示同步替换给定图像的背景。将识别并保留前景主题，而背景将根据提示和所选样式进行替换,慢速模式",绘画,按次计费,,,
ideogram_upscale,Ideogram,,,0.338,,¥,参考图像和可选的文本。将参考图像的分辨率提高至最高 2 倍，并可能增强参考图像。,绘画,按次计费,,,
ideogram-ai/ideogram-v2-turbo,Replicate,,,0.188,,¥,使用 Ideogram V2 Turbo 加速图像生成。以更快的速度创建高质量的视觉效果、海报和徽标，同时保持 Ideogram 的标志性品质。,"绘画, 异步",按次计费,,,
jimeng_high_aes_general_v21_L,Jimeng,37.5,37.5,,/M输出,¥,,视频生成,按量计费,,,
jimeng-4.0,Jimeng,,,0.09,,¥,,绘图,按次计费,,,
jimeng-4.1,Jimeng,,,0.09,,¥,,绘图,按次计费,,,
jimeng-4.5,Jimeng,,,0.09,,¥,,绘图,按次计费,,,
jimeng-video-3.0,Jimeng,,,0.19,,¥,,,按次计费,,,
jimeng-videos,Jimeng,,,0.6,,¥,即梦3 视频生成，支持图生视频,"异步, 视频生成",按次计费,,,
kimi-k2,MoonshotAI,2,8,,/M输出,¥,Kimi K2是一个突破性的混合专家模型，专为前沿知识、推理和编程任务中的卓越性能而设计。为自主行动和智能问题解决而构建。,对话,按量计费,,,
kimi-k2-0711-preview,MoonshotAI,0.45,1.35,,/M输出,¥,kimi-k2 是一款具备超强代码和 Agent 能力的 MoE 架构基础模型。在编程、数学、Agent等主要类别测试里面，K2的性能超过其他主流开源模型 ！,对话,按量计费,,,
kimi-k2-0711-preview-search,MoonshotAI,0.45,1.35,,/M输出,¥,kimi-k2 是一款具备超强代码和 Agent 能力的 MoE 架构基础模型。在编程、数学、Agent等主要类别测试里面，K2的性能超过其他主流开源模型 ！,"对话, 联网",按量计费,,,
kimi-k2-0905,MoonshotAI,2,8,,/M输出,¥,,,按量计费,,,
kimi-k2-250905,MoonshotAI,1.25,5,,/M输出,¥,Kimi-K2 是一款Moonshot AI推出的具备超强代码和 Agent 能力的 MoE 架构基础模型，总参数 1T，激活参数 32B。在通用知识推理、编程、数学、Agent 等主要类别的基准性能测试中，K2 模型的性能超过其他主流开源模型。,对话,按量计费,,,
kimi-k2-instruct,MoonshotAI,2,8,,/M输出,¥,Kimi K2 在前沿知识、推理和编码任务上表现出色，同时在代理能力方面进行了精心优化。,对话,按量计费,,,
Kimi-K2-Instruct,MoonshotAI,1.2,4.8,,/M输出,¥,,,按量计费,,,
kimi-k2-thinking,MoonshotAI,2,8,,/M输出,¥,,对话,按量计费,,,
kling-effects,Kling,,,1.4,,¥,视频特效处理,视频特效处理,按次计费,,,
kling-image,Kling,,,0.06,,¥,“最懂中文的图像生成大模型”：基于LLM大语言模型、数十亿中文语料训练，综合指标超过SDXL/SD3等开源模型和Midjourney等闭源模型，实现中文场景下的SOTA,绘画,按次计费,,,
kling-kolors-virtual-try-on,Kling,,,0.8,,¥,虚拟试穿（Kolors Virtual Try-on）在图像生成模型基础上，引入衣服SKU保持网络、人物Pose姿势、背景修复等技术，实现任意衣服、任意身材、任意动作的试穿效果生成。就算在复杂的人物背景下，也可以生成高质量的试穿结果。,虚拟试穿,按次计费,,,
kling-lip-sync,Kling,,,0.8,,¥,对口型。是对文生/图生视频结果生成对口型视频；价格与原视频时长有关，5s视频1倍，10s 视频 2 倍,对口型,按次计费,,,
kling-video,Kling,,,1,,¥,全球领先的视频生成大模型：可灵是首个效果对标 Sora 、面向用户开放的视频生成大模型，目前在国内及国际上均处于领先地位。,"视频生成, 异步",按次计费,,,
kling-video-extend,Kling,,,1.2,,¥,视频延长是指对文生/图生视频结果进行时间上的延长，单次可延长4~5s，使用的模型和模式不可选择、与源视频相同；价格与原视频模式有关，std 1倍，pro 3.5倍,视频延长,按次计费,,,
llama-2-13b,Ollama,1,1,,/M输出,¥,高容量的Llama模型，适合复杂的分析和预测任务,对话,按量计费,,,
llama-2-70b,Ollama,1,1,,/M输出,¥,高容量的Llama模型，适合复杂的分析和预测任务,对话,按量计费,,,
llama-2-7b,Ollama,1,1,,/M输出,¥,,对话,按量计费,,,
llama-3-70b,Ollama,2,4,,/M输出,¥,70亿参数的最新Meta Llama 3模型,对话,按量计费,,,
llama-3-8b,Ollama,1,1,,/M输出,¥,7亿参数的最新Meta Llama 3模型,对话,按量计费,,,
llama-3-sonar-large-32k-chat,Ollama,0.75,0.75,,/M输出,¥,Llama 3代 32K上下文模型,对话,按量计费,,,
llama-3-sonar-small-32k-chat,Ollama,0.75,0.75,,/M输出,¥,Llama 3代 32K上下文模型,对话,按量计费,,,
llama-3.1-405b,Ollama,3,6,,/M输出,¥,"Meta的405B参数Llama 3.1模型,具有强大的通用能力",对话,按量计费,,,
llama-3.1-405b-instruct,Ollama,3,6,,/M输出,¥,"Meta的405B参数Llama 3.1指令微调版本,更适合对话场景",对话,按量计费,,,
llama-3.1-70b,Ollama,2,4,,/M输出,¥,"Meta的70B参数Llama 3.1模型,平衡了性能和效率",对话,按量计费,,,
llama-3.1-70b-instruct,Ollama,2,2,,/M输出,¥,"Meta的70B参数Llama 3.1快速指令版本,响应更快",对话,按量计费,,,
llama-3.1-8b,Ollama,1,1,,/M输出,¥,"Meta的8B参数Llama 3.1模型,轻量级版本适合资源受限场景",对话,按量计费,,,
llama-3.2-11b-vision-instruct,Ollama,1,1,,/M输出,¥,"Meta的11B参数Llama 3.2指令版本,轻量级对话模型",对话,按量计费,,,
llama-3.2-1b-instruct,Ollama,0.25,0.063,,/M输出,¥,"Meta的1B参数Llama 3.2指令版本,超轻量级对话模型",对话,按量计费,,,
llama-3.2-3b-instruct,Ollama,0.5,0.25,,/M输出,¥,@cf/meta/llama-3.2-3b-instruct 是由 cloudflare-workers-ai 提供的人工智能模型。,对话,按量计费,,,
llama-3.2-90b-vision-instruct,Ollama,3,9,,/M输出,¥,"Meta的90B参数Llama 3.2指令微调版本,更适合对话场景",对话,按量计费,,,
lucataco/animate-diff,Replicate,,,0.364,,¥,为您的个性化文本到图像传播模型制作动画,"绘画, 异步",按次计费,,,
lucataco/flux-dev-lora,Replicate,,,0.165,,¥,,"异步, 绘画",按张计费,,,
lucataco/flux-schnell-lora,Replicate,,,0.024,,¥,FLUX.1-Schnell LoRA 探索器,"绘画, 异步",按张计费,,,
lucataco/remove-bg,Replicate,,,0.001,,¥,删除图像的背景,"绘画, 异步",按次计费,,,
luma_video_api,Luma,,,1.8,,¥,"Luma AI API 文生视频，支持上传2张参考图片；可以打造出 Luma 官网同款平台，支持官网所有操作; 
默认 分组为快速模式，价格略高，大概40秒出视频，排队优先无水印；","视频生成, 异步",按次计费,,,
luma_video_extend_api,Luma,,,1.8,,¥,Luma AI API 视频扩展,"视频生成, 异步",按次计费,,,
mai-ds-r1,Unknown,0.394,1.577,,/M输出,¥,,,按量计费,,,
MAI-DS-R1,DeepSeek,0.394,1.577,,/M输出,¥,"MAI-DS-R1 是一个 DeepSeek-R1 推理模型，经过微软 AI 团队的后期训练，以填补模型先前版本中的信息空白，并改善其风险特征，同时保持 R1 推理能力。该模型使用了来自 Tulu 3 SFT 数据集的 110,000 个安全性和不合规性示例进行训练，此外还使用了约 350,000 个内部开发的多语言示例数据集，涵盖了各种报告偏见的话题。","对话, 思考",按量计费,,,
meta-llama/llama-4-maverick,Ollama,1.25,5,,/M输出,¥,llama一流的原生多模式模型，提供卓越的文本，可实现无缝长文档分析。,对话,按量计费,,,
meta-llama/llama-4-scout,Ollama,1.25,5,,/M输出,¥,llama一流的原生多模式模型，提供卓越的文本，单个 H100 GPU 效率以及 10M 上下文窗口，可实现无缝长文档分析。,对话,按量计费,,,
MiniMax-Hailuo-02,Minimax,,,2,,¥,海螺AI 02通过先进的AI运动合成技术，让您的图像栩栩如生。无论您是为社交媒体创建内容、开发互动应用程序，还是制作营销材料，此模型都能从单张图像中提供流畅、自然的动画效果。,"视频生成, 异步",按次计费,,,
MiniMax-Hailuo-2.3,Minimax,,,2,,¥,MiniMax视频模型 Hailuo 2.3，在 Hailuo 02 模型的基础上进一步升级动态表现力，画面更加真实、稳定。Hailuo 2.3 模型在肢体动作呈现、风格化以及人物微表情方面实现了显著的效果提升，同时对运动指令响应做进一步优化。,"视频生成, 异步",按次计费,,,
MiniMax-Hailuo-2.3-Fast,Minimax,,,1.35,,¥,Hailuo 2.3 Fast 模型，生成速度更快，定价更低，最高可为批量创作降低50%成本。,"视频生成, 异步",按次计费,,,
MiniMax-M2,Unknown,1.05,4.2,,/M输出,¥,,,按量计费,,,
minimax/video-01,Replicate,,,1.875,,¥,全新高清型号拥有超强的节奏感和稳定性，在复现相似度和音质方面有着出色的表现,"视频生成, 异步",按次计费,,,
minimax/video-01-live,Replicate,,,1.875,,¥,专门针对 Live2D 和一般动画用例训练的图像到视频 (I2V) 模型,"视频生成, 异步",按次计费,,,
mistral-large-latest,Mistral,1,3,,/M输出,¥,Mistral Large 是 Mistral AI 的旗舰模型，具备顶级的推理能力 。它在复杂的多语言推理任务中表现出色，包括文本理解、转换和代码生成 。,对话,按量计费,,,
mistral-small-latest,Mistral,1,3,,/M输出,¥,Mistral Small 是一个优化过的模型，注重低延迟和成本效益 。它是 Mistral AI 的开放权重模型和旗舰模型之间的一个中间解决方案 。,对话,按量计费,,,
mj_blend,Midjourney,,,0.075,,¥,Midjourney混合模式,"绘画, 异步",按次计费,,,
mj_custom_zoom,Midjourney,,,0,,¥,Midjourney自定义缩放,"绘画, 异步",按次计费,,,
mj_describe,Midjourney,,,0.037,,¥,Midjourney描述模式,"绘画, 异步",按次计费,,,
mj_edits,Unknown,18.75,18.75,,/M输出,¥,,,按量计费,,,
mj_high_variation,Midjourney,,,0.075,,¥,Midjourney高变化模式,"绘画, 异步",按次计费,,,
mj_imagine,Midjourney,,,0.075,,¥,Midjourney想象模式,"绘画, 异步",按次计费,,,
mj_inpaint,Midjourney,,,0,,¥,Midjourney局部重绘,"绘画, 异步",按次计费,,,
mj_low_variation,Midjourney,,,0.075,,¥,Midjourney低变化模式,"绘画, 异步",按次计费,,,
mj_modal,Midjourney,,,0.075,,¥,Midjourney模态模式,"绘画, 异步",按次计费,,,
mj_pan,Midjourney,,,0.075,,¥,Midjourney平移模式,"绘画, 异步",按次计费,,,
mj_reroll,Midjourney,,,0.075,,¥,Midjourney重新生成,"绘画, 异步",按次计费,,,
mj_uploads,Midjourney,,,0.001,,¥,Midjourney图片上传服务,"绘画, 异步",按次计费,,,
mj_upscale,Midjourney,,,0.037,,¥,Midjourney放大模式,"绘画, 异步",按次计费,,,
mj_variation,Midjourney,,,0.075,,¥,Midjourney变体模式,"绘画, 异步",按次计费,,,
mj_video,Unknown,18.75,18.75,,/M输出,¥,,,按量计费,,,
mj_zoom,Midjourney,,,0.075,,¥,Midjourney缩放模式,"绘画, 异步",按次计费,,,
moonshot-v1-128k,MoonshotAI,18,18,,/M输出,¥,是 Moonshot AI 推出了一款千亿参数的语言模型，具备优秀的语义理解、指令遵循和文本生成能力。支持 128K 上下文窗口,对话,按量计费,,,
moonshot-v1-32k,MoonshotAI,3.6,3.6,,/M输出,¥,是 Moonshot AI 推出了一款千亿参数的语言模型，具备优秀的语义理解、指令遵循和文本生成能力。支持 32K 上下文窗口,对话,按量计费,,,
moonshot-v1-8k,MoonshotAI,1.8,1.8,,/M输出,¥,是 Moonshot AI 推出了一款千亿参数的语言模型，具备优秀的语义理解、指令遵循和文本生成能力。支持 8K 上下文窗口，适合短文本实时交互场景,对话,按量计费,,,
netease-youdao/bce-reranker-base_v1,SiliconCloud,0.005,0.005,,/M输出,¥,bce-reranker-base_v1 是网易有道开发的双语和跨语言重排序模型，支持中文、英文、日文和韩文。该模型在 RAG 系统中用于精确重排检索结果，可以提供有意义的相关性分数，有助于过滤低质量段落。它针对多种 RAG 任务进行了优化，包括翻译、摘要和问答等。该模型无需特定指令即可使用，具有广泛的领域适应性，已在有道的多个产品中得到验证,重排序,按量计费,,,
o1,OpenAI,4.5,18,,/M输出,¥,o1 完整版，会花费更多时间思考（形成思路链）才能得出答案，这让它更适合执行复杂的推理任务，尤其是科学和数学任务,对话,按量计费,,,
o1-2024-12-17,OpenAI,4.5,18,,/M输出,¥,o1 完整版，会花费更多时间思考（形成思路链）才能得出答案，这让它更适合执行复杂的推理任务，尤其是科学和数学任务,对话,按量计费,,,
o1-all,OpenAI,,,0.325,,¥,官网页版逆向o1 完整版，会花费更多时间思考（形成思路链）才能得出答案，这让它更适合执行复杂的推理任务，尤其是科学和数学任务,"对话, 思考",按次计费,,,
o1-mini,OpenAI,0.33,1.32,,/M输出,¥,o1-mini 是一种快速、经济高效的推理模型，专为编码、数学和科学用例而定制。该模型具有 128K 上下文和 2023 年 10 月的知识截止点。,对话,按量计费,,,
o1-mini-2024-09-12,OpenAI,0.33,1.32,,/M输出,¥,o1-mini 是一种快速、经济高效的推理模型，专为编码、数学和科学用例而定制。该模型具有 128K 上下文和 2023 年 10 月的知识截止点。,对话,按量计费,,,
o1-mini-all,OpenAI,,,0.075,,¥,<div>o1-mini-all 模型集合了 o1-mini 的基础能力、联网、读图、绘图功能、code interpreter于一体，文件链接可放 prompt 任意位置</div>,"对话, 思考",按次计费,,,
o1-preview,OpenAI,4.5,18,,/M输出,¥,o1-preview 是我们针对需要广泛常识的复杂任务的新推理模型。该模型具有 128K 上下文和 2023 年 10 月的知识截止点。,对话,按量计费,,,
o1-preview-2024-09-12,OpenAI,4.5,18,,/M输出,¥,o1-preview 是我们针对需要广泛常识的复杂任务的新推理模型。该模型具有 128K 上下文和 2023 年 10 月的知识截止点。,对话,按量计费,,,
o1-preview-all,OpenAI,,,0.15,,¥,<div>o1-preview-all 模型集合了 o1-preview 的基础能力、联网、读图、绘图功能、code interpreter于一体，文件链接可放 prompt 任意位置</div>,"对话, 思考",按次计费,,,
o1-pro,OpenAI,225,900,,/M输出,¥,,,按量计费,,,
o1-pro-2025-03-19,OpenAI,225,900,,/M输出,¥,,,按量计费,,,
o1-pro-all,OpenAI,,,0.55,,¥,官网页版逆向o1 完整版，会花费更多时间思考（形成思路链）才能得出答案，这让它更适合执行复杂的推理任务，尤其是科学和数学任务,"对话, 思考",按次计费,,,
o3,OpenAI,0.6,2.4,,/M输出,¥,o3 是由 openai 提供的人工智能模型。,"对话, 思考",按量计费,,,
o3-2025-04-16,OpenAI,0.6,2.4,,/M输出,¥,OpenAI最先进推理模型，擅长多模态分析，支持思考功能,"对话, 思考",按量计费,,,
o3-all,OpenAI,,,0.35,,¥,OpenAI最先进推理模型，擅长多模态分析，支持思考功能,"对话, 思考",按次计费,,,
o3-mini,OpenAI,0.33,1.32,,/M输出,¥,o3-mini 是 OpenAI 最新的小型推理模型，针对编码、数学和科学任务进行了优化。o3-mini 比 o1-mini 响应更快，并且可以通过更高的推理设置达到或超过 o1 的准确度,对话,按量计费,,,
o3-mini-2025-01-31,OpenAI,0.33,1.32,,/M输出,¥,o3-mini 是 OpenAI 最新的小型推理模型，针对编码、数学和科学任务进行了优化。o3-mini 比 o1-mini 响应更快，并且可以通过更高的推理设置达到或超过 o1 的准确度,对话,按量计费,,,
o3-mini-all,OpenAI,0.55,2.2,,/M输出,¥,o3-mini 是 openai 最新的思考模型,"对话, 思考",按量计费,,,
o3-mini-high-all,OpenAI,,,0.08,,¥,o3-mini-high 是 openai 最新的思考模型，聪明程度略胜于 o3-mini,"对话, 思考",按次计费,,,
o3-pro,OpenAI,6,24,,/M输出,¥,o3-pro 是由 openai 提供的人工智能模型。,"对话, 思考",按量计费,,,
o3-pro-2025-06-10,OpenAI,6,24,,/M输出,¥,3-pro 是OpenAI推出的强大推理模型，作为 o3 的升级版，在处理复杂问题和提供精准回答方面表现出色，在科学研究、编程、教育和写作等场景中优势明显。,"对话, 思考",按量计费,,,
o3-pro-all,OpenAI,,,0.7,,¥,OpenAI最先进推理模型，擅长多模态分析，支持思考功能,"对话, 思考",按次计费,,,
o4-mini,OpenAI,0.33,1.32,,/M输出,¥,o4-mini 是 OpenAI 最新的高效推理模型，低延迟高质量，支持多模态输入,"对话, 识图",按量计费,,,
o4-mini-2025-04-16,OpenAI,0.33,1.32,,/M输出,¥,o4-mini 是 OpenAI 最新的高效推理模型，低延迟高质量，支持多模态输入,"对话, 识图",按量计费,,,
o4-mini-all,OpenAI,,,0.1,,¥,o4-mini 是 OpenAI 最新的高效推理模型，低延迟高质量，支持多模态输入,"对话, 思考",按次计费,,,
phi-4,Unknown,22.5,22.5,,/M输出,¥,,,按量计费,,,
Phi-4,AzureAI,0.036,0.144,,/M输出,¥,新出Phi-4模型价格低廉，综合数据低于4o高于4omini,对话,按量计费,,,
Pro/BAAI/bge-reranker-v2-m3,SiliconCloud,0.07,0.07,,/M输出,¥,,重排序,按量计费,,,
prunaai/vace-14b,Replicate,,,2.588,,¥,这是一款视频内容替换模型，速度更快的 VACE-14B 型号，采用 pruna 进行了优化,"视频生成, 异步",按次计费,,,
qvq-72b-preview,AlibabaCloud,3.6,10.8,,/M输出,¥,QVQ模型是由 Qwen 团队开发的实验性研究模型，专注于提升视觉推理能力，尤其在数学推理领域。,对话,按量计费,,,
qwen-image-edit-2509,AlibabaCloud,,,0.06,,¥,qwen-image-edit-2509 是最新的绘画模型,绘画,按次计费,,,
